Sample	Group	eccDNA	Type	GC
CbA1	Cb	chr10:56378824-56379470	Cb	0.51548
CbA1	Cb	chr10:56493587-56493964	Cb	0.395225
CbA1	Cb	chr10:56519641-56520105	Cb	0.377155
CbA1	Cb	chr10:57173220-57175297	Cb	0.34858
CbA1	Cb	chr10:57185332-57186855	Cb	0.346028
CbA1	Cb	chr10:57214523-57215600	Cb	0.416899
CbA1	Cb	chr10:57346221-57348551	Cb	0.330043
CbA1	Cb	chr10:57347160-57347400	Cb	0.3375
CbA1	Cb	chr10:57392882-57393037	Cb	0.354839
CbA1	Cb	chr10:57457588-57458167	Cb	0.362694
CbA1	Cb	chr10:57695483-57695917	Cb	0.463134
CbA1	Cb	chr10:58400056-58400406	Cb	0.385714
CbA1	Cb	chr10:58607964-58608335	Cb	0.428571
CbA1	Cb	chr10:58634859-58635035	Cb	0.545455
CbA1	Cb	chr10:59154089-59155428	Cb	0.424944
CbA1	Cb	chr10:59166222-59166514	Cb	0.547945
CbA1	Cb	chr10:59664815-59668597	Cb	0.430724
CbA1	Cb	chr10:59994909-59995226	Cb	0.485804
CbA1	Cb	chr10:60016099-60016789	Cb	0.421739
CbA1	Cb	chr10:60612790-60613350	Cb	0.482143
CbA1	Cb	chr10:60907638-60909477	Cb	0.438282
CbA1	Cb	chr10:61305450-61306769	Cb	0.49583
CbA1	Cb	chr10:61402587-61402997	Cb	0.482927
CbA1	Cb	chr10:61477418-61477844	Cb	0.488263
CbA1	Cb	chr10:61955308-61955447	Cb	0.446043
CbA1	Cb	chr10:62068908-62069173	Cb	0.498113
CbA1	Cb	chr10:62382248-62382631	Cb	0.477807
CbA1	Cb	chr10:62715335-62715701	Cb	0.431694
CbA1	Cb	chr10:62907269-62907526	Cb	0.466926
CbA1	Cb	chr10:62934542-62934723	Cb	0.436464
CbA1	Cb	chr10:63265483-63267681	Cb	0.38899
CbA1	Cb	chr10:64453628-64454066	Cb	0.347032
CbA1	Cb	chr10:65054525-65058133	Cb	0.347284
CbA1	Cb	chr10:66452791-66453168	Cb	0.416446
CbA1	Cb	chr10:66475122-66475516	Cb	0.378173
CbA1	Cb	chr10:67519690-67520490	Cb	0.3775
CbA1	Cb	chr10:67793880-67794264	Cb	0.338542
CbA1	Cb	chr10:67956197-67957822	Cb	0.375385
CbA1	Cb	chr10:68150351-68150626	Cb	0.458182
CbA1	Cb	chr10:68201269-68201673	Cb	0.425743
CbA1	Cb	chr10:68327794-68328265	Cb	0.477707
CbA1	Cb	chr10:68374004-68374402	Cb	0.427136
CbA1	Cb	chr10:68424895-68425732	Cb	0.46356
CbA1	Cb	chr10:68659364-68660571	Cb	0.368683
CbA1	Cb	chr10:68659820-68661552	Cb	0.388568
CbA1	Cb	chr10:69192075-69192329	Cb	0.389764
CbA1	Cb	chr10:69267932-69268068	Cb	0.514706
CbA1	Cb	chr10:69296751-69297102	Cb	0.492877
CbA1	Cb	chr10:69569151-69569449	Cb	0.436242
CbA1	Cb	chr10:69640527-69640695	Cb	0.494048
CbA1	Cb	chr10:70058700-70059022	Cb	0.493789
CbA1	Cb	chr10:70133796-70134317	Cb	0.439539
CbA1	Cb	chr10:70261938-70262269	Cb	0.486405
CbA1	Cb	chr10:70976014-70976601	Cb	0.46678
CbA1	Cb	chr10:71101530-71101834	Cb	0.506579
CbA1	Cb	chr10:71190781-71192185	Cb	0.418803
CbA1	Cb	chr10:71336250-71337171	Cb	0.441911
CbA1	Cb	chr10:71447958-71448159	Cb	0.517413
CbA1	Cb	chr10:72227863-72228478	Cb	0.37561
CbA1	Cb	chr10:73424227-73424532	Cb	0.445902
CbA1	Cb	chr10:73749782-73751716	Cb	0.37849
CbA1	Cb	chr10:74646758-74649936	Cb	0.367212
CbA1	Cb	chr10:74693385-74694497	Cb	0.366007
CbA1	Cb	chr10:75030772-75030901	Cb	0.48062
CbA1	Cb	chr10:75202768-75205062	Cb	0.416303
CbA1	Cb	chr10:75478242-75479596	Cb	0.440177
CbA1	Cb	chr10:75522427-75523529	Cb	0.38294
CbA1	Cb	chr10:75813891-75814564	Cb	0.390788
