Sample	Group	eccDNA	Type	GC
CbY1	Cb	chr1:176046136-176046469	Cb	0.504505
CbY1	Cb	chr1:176116535-176116875	Cb	0.388235
CbY1	Cb	chr1:176150974-176151507	Cb	0.457786
CbY1	Cb	chr1:176607261-176607611	Cb	0.42
CbY1	Cb	chr1:176630681-176630948	Cb	0.445693
CbY1	Cb	chr1:177008285-177009597	Cb	0.441311
CbY1	Cb	chr1:177197454-177198479	Cb	0.29561
CbY1	Cb	chr1:177230898-177231175	Cb	0.32852
CbY1	Cb	chr1:177493531-177494246	Cb	0.423776
CbY1	Cb	chr1:177526292-177526658	Cb	0.407104
CbY1	Cb	chr1:177915684-177916412	Cb	0.346154
CbY1	Cb	chr1:178311143-178311510	Cb	0.438692
CbY1	Cb	chr1:178462679-178463018	Cb	0.489676
CbY1	Cb	chr1:178656640-178658025	Cb	0.423827
CbY1	Cb	chr1:178676432-178676779	Cb	0.440922
CbY1	Cb	chr1:178765892-178766310	Cb	0.42823
CbY1	Cb	chr1:178937291-178937673	Cb	0.497382
CbY1	Cb	chr1:178948581-178948841	Cb	0.434615
CbY1	Cb	chr1:179014867-179015213	Cb	0.473988
CbY1	Cb	chr1:179038648-179038889	Cb	0.485477
CbY1	Cb	chr1:179117585-179117771	Cb	0.462366
CbY1	Cb	chr1:179197010-179198183	Cb	0.449275
CbY1	Cb	chr1:179327068-179327420	Cb	0.369318
CbY1	Cb	chr1:179372150-179372530	Cb	0.486842
CbY1	Cb	chr1:179994637-179995279	Cb	0.380062
CbY1	Cb	chr1:180097919-180098340	Cb	0.349169
CbY1	Cb	chr1:180280945-180281760	Cb	0.429448
CbY1	Cb	chr1:180339792-180340909	Cb	0.464637
CbY1	Cb	chr1:180660092-180660696	Cb	0.36755
CbY1	Cb	chr1:180718632-180719056	Cb	0.476415
CbY1	Cb	chr1:180773998-180774274	Cb	0.492754
CbY1	Cb	chr1:180815520-180815798	Cb	0.510791
CbY1	Cb	chr1:180851659-180853129	Cb	0.394558
CbY1	Cb	chr1:181048604-181049134	Cb	0.437736
CbY1	Cb	chr1:181459405-181459740	Cb	0.528358
CbY1	Cb	chr1:181482760-181482952	Cb	0.473958
CbY1	Cb	chr1:181549379-181549677	Cb	0.486577
CbY1	Cb	chr1:181560236-181560563	Cb	0.400612
CbY1	Cb	chr1:181756765-181757332	Cb	0.474427
CbY1	Cb	chr1:181829905-181830287	Cb	0.513089
CbY1	Cb	chr1:181867151-181867863	Cb	0.450843
CbY1	Cb	chr1:182324370-182325841	Cb	0.446635
CbY1	Cb	chr1:182569259-182569494	Cb	0.395745
CbY1	Cb	chr1:182569353-182569539	Cb	0.365591
CbY1	Cb	chr1:182701276-182701871	Cb	0.494118
CbY1	Cb	chr1:182714961-182715720	Cb	0.488801
CbY1	Cb	chr1:182949975-182952417	Cb	0.446355
CbY1	Cb	chr1:183042940-183043535	Cb	0.458824
CbY1	Cb	chr1:183065796-183066155	Cb	0.415042
CbY1	Cb	chr1:183577386-183577876	Cb	0.428571
CbY1	Cb	chr1:183664891-183665006	Cb	0.426087
CbY1	Cb	chr1:183797269-183797556	Cb	0.484321
CbY1	Cb	chr1:183847415-183847887	Cb	0.427966
CbY1	Cb	chr1:183871317-183872501	Cb	0.432432
CbY1	Cb	chr1:8273623-8274445	Cb	0.329684
CbY1	Cb	chr1:17004433-17008194	Cb	0.362138
CbY1	Cb	chr1:28721133-28721697	Cb	0.384752
CbY1	Cb	chr1:38337541-38338652	Cb	0.394239
CbY1	Cb	chr1:38337542-38338652	Cb	0.394595
CbY1	Cb	chr1:41303944-41304555	Cb	0.363339
CbY1	Cb	chr1:44072680-44073558	Cb	0.375854
CbY1	Cb	chr1:45596416-45597462	Cb	0.343212
CbY1	Cb	chr1:72531858-72532241	Cb	0.488251
CbY1	Cb	chr1:73039744-73039993	Cb	0.53012
CbY1	Cb	chr1:81280028-81282320	Cb	0.395724
CbY1	Cb	chr1:84114765-84116555	Cb	0.424581
CbY1	Cb	chr1:88145777-88146491	Cb	0.448179
CbY1	Cb	chr1:93765535-93767818	Cb	0.431888
